"nta_id","nta_name","state_fips","county_fips","county_name","borough_name","borough_id","puma_id","puma_name","neighborhood","complaint_n","ebird_checklists","ebird_pigeon_total"
"QN33","Cambria Heights","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0
"QN34","Queens Village","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0
"QN35","Briarwood-Jamaica Hills","36","081","Queens","Queens","4","4106","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",89,0,0
"QN37","Kew Gardens Hills","36","081","Queens","Queens","4","4106","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",89,0,0
"QN38","Pomonok-Flushing Heights-Hillcrest","36","081","Queens","Queens","4","4106","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",89,0,0
"QN41","Fresh Meadows-Utopia","36","081","Queens","Queens","4","4106","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest","Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest",89,0,0
"QN42","Oakland Gardens","36","081","Queens","Queens","4","4104","Queens Community District 11--Bayside, Douglaston & Little Neck","Queens Community District 11--Bayside, Douglaston & Little Neck",76,0,0
"QN43","Bellerose","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0
"QN44","Glen Oaks-Floral Park-New Hyde Park","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0
"QN45","Douglas Manor-Douglaston-Little Neck","36","081","Queens","Queens","4","4104","Queens Community District 11--Bayside, Douglaston & Little Neck","Queens Community District 11--Bayside, Douglaston & Little Neck",76,0,0
"QN46","Bayside-Bayside Hills","36","081","Queens","Queens","4","4104","Queens Community District 11--Bayside, Douglaston & Little Neck","Queens Community District 11--Bayside, Douglaston & Little Neck",76,0,0
"QN47","Ft. Totten-Bay Terrace-Clearview","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0
"QN48","Auburndale","36","081","Queens","Queens","4","4104","Queens Community District 11--Bayside, Douglaston & Little Neck","Queens Community District 11--Bayside, Douglaston & Little Neck",76,0,0
"QN49","Whitestone","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0
"QN50","Elmhurst-Maspeth","36","081","Queens","Queens","4","4109","Queens Community District 2--Sunnyside & Woodside","Queens Community District 2--Sunnyside & Woodside",169,0,0
"QN51","Murray Hill","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0
"QN52","East Flushing","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0
"QN53","Woodhaven","36","081","Queens","Queens","4","4111","Queens Community District 9--Richmond Hill & Woodhaven","Queens Community District 9--Richmond Hill & Woodhaven",103,0,0
"QN54","Richmond Hill","36","081","Queens","Queens","4","4111","Queens Community District 9--Richmond Hill & Woodhaven","Queens Community District 9--Richmond Hill & Woodhaven",103,0,0
"QN55","South Ozone Park","36","081","Queens","Queens","4","4113","Queens Community District 10--Howard Beach & Ozone Park","Queens Community District 10--Howard Beach & Ozone Park",152,0,0
"QN56","Ozone Park","36","081","Queens","Queens","4","4113","Queens Community District 10--Howard Beach & Ozone Park","Queens Community District 10--Howard Beach & Ozone Park",152,0,0
"QN57","Lindenwood-Howard Beach","36","081","Queens","Queens","4","4113","Queens Community District 10--Howard Beach & Ozone Park","Queens Community District 10--Howard Beach & Ozone Park",152,0,0
"QN60","Kew Gardens","36","081","Queens","Queens","4","4111","Queens Community District 9--Richmond Hill & Woodhaven","Queens Community District 9--Richmond Hill & Woodhaven",103,0,0
"QN61","Jamaica","36","081","Queens","Queens","4","4112","Queens Community District 12--Jamaica, Hollis & St. Albans","Queens Community District 12--Jamaica, Hollis & St. Albans",131,0,0
"QN62","Queensboro Hill","36","081","Queens","Queens","4","4103","Queens Community District 7--Flushing, Murray Hill & Whitestone","Queens Community District 7--Flushing, Murray Hill & Whitestone",158,0,0
"QN63","Woodside","36","081","Queens","Queens","4","4109","Queens Community District 2--Sunnyside & Woodside","Queens Community District 2--Sunnyside & Woodside",169,0,0
"QN66","Laurelton","36","081","Queens","Queens","4","4105","Queens Community District 13--Queens Village, Cambria Heights & Rosedale","Queens Community District 13--Queens Village, Cambria Heights & Rosedale",142,0,0
"QN68","Queensbridge-Ravenswood-Long Island City","36","081","Queens","Queens","4","4101","Queens Community District 1--Astoria & Long Island City","Queens Community District 1--Astoria & Long Island City",219,0,0
"QN70","Astoria","36","081","Queens","Queens","4","4101","Queens Community District 1--Astoria & Long Island City","Queens Community District 1--Astoria & Long Island City",219,0,0
"QN71","Old Astoria","36","081","Queens","Queens","4","4101","Queens Community District 1--Astoria & Long Island City","Queens Community District 1--Astoria & Long Island City",219,0,0
"QN72","Steinway","36","081","Queens","Queens","4","4101","Queens Community District 1--Astoria & Long Island City","Queens Community District 1--Astoria & Long Island City",219,0,0
"QN76","Baisley Park","36","081","Queens","Queens","4","4112","Queens Community District 12--Jamaica, Hollis & St. Albans","Queens Community District 12--Jamaica, Hollis & St. Albans",131,0,0
"QN98","Airport","36","081","Queens","Queens","4",NA,NA,NA,578,73985,1139020
"QN99","park-cemetery-etc-Queens","36","081","Queens","Queens","4",NA,NA,NA,578,73985,1139020
"SI01","Annadale-Huguenot-Prince's Bay-Eltingville","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0
"SI05","New Springville-Bloomfield-Travis","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0
"SI07","Westerleigh","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0
"SI08","Grymes Hill-Clifton-Fox Hills","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0
"SI11","Charleston-Richmond Valley-Tottenville","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0
"SI12","Mariner's Harbor-Arlington-Port Ivory-Graniteville","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0
"SI14","Grasmere-Arrochar-Ft. Wadsworth","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0
"SI22","West New Brighton-New Brighton-St. George","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0
"SI24","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0
"SI25","Oakwood-Oakwood Beach","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0
"SI28","Port Richmond","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0
"SI32","Rossville-Woodrow","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0
"SI35","New Brighton-Silver Lake","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0
"SI36","Old Town-Dongan Hills-South Beach","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0
"SI37","Stapleton-Rosebank","36","085","Richmond","Staten Island","5","3903","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor","Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor",128,0,0
"SI45","New Dorp-Midland Beach","36","085","Richmond","Staten Island","5","3902","Staten Island Community District 2--New Springville & South Beach","Staten Island Community District 2--New Springville & South Beach",92,0,0
"SI48","Arden Heights","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0
"SI54","Great Kills","36","085","Richmond","Staten Island","5","3901","Staten Island Community District 3--Tottenville, Great Kills & Annadale","Staten Island Community District 3--Tottenville, Great Kills & Annadale",248,0,0
"SI99","park-cemetery-etc-Staten Island","36","085","Richmond","Staten Island","5",NA,NA,NA,578,73985,1139020
